BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
6983.408463,1,0,0,0,3354.686368,0,0,0,0.333333,11,0,7700,1116.896212,25697.63772,0,12
58.83251,1,551.93,0,551.93,0,1,0,1,0,0,27,2500,437.19547,194.026175,0.75,12
3046.937141,1,0,0,0,4021.457424,0,0,0,0.25,8,0,5000,809.451322,673.513777,0,12
1396.279238,1,3380.44,1449.92,1930.52,0,1,0.333333,1,0,0,27,3500,5451.794841,385.003688,0.083333,12
975.252077,1,1146.74,796.74,350,0,0.857143,0.142857,0.714286,0,0,8,1000,1273.063087,252.66907,0,7
1622.84216,1,248.74,0,248.74,1814.147021,0.333333,0,0.25,0.25,3,4,2500,1082.286757,384.449529,0,12
3899.763741,1,0,0,0,925.72976,0,0,0,0.083333,1,0,6500,877.767833,1454.215974,0,12
2719.639153,1,715.81,715.81,0,0,0.333333,0.333333,0,0,0,7,10000,694.102974,724.758705,0,12
347.226798,1,1535.49,1203.69,331.8,0,0.9,0.5,0.5,0,0,24,1000,778.913464,149.966517,0.25,10
8.172299,0.636364,114,0,114,0,0.5,0,0.5,0,0,6,2700,123.400772,44.25482,0.545455,12
8248.178009,1,1788.84,0,1788.84,90.031207,1,0,1,0.083333,1,12,18000,40627.59524,2149.990102,0.166667,12
289.353197,1,461.68,201,260.68,0,0.333333,0.083333,0.166667,0,0,7,4500,282.328051,183.50739,0,12
38.91624,1,358.49,0,358.49,188.234434,0.916667,0,0.833333,0.083333,1,11,2500,479.607061,141.652641,0.3,12
810.739995,1,86.9,86.9,0,0,0.083333,0.083333,0,0,0,1,7500,253.775702,210.961925,0,12
438.337653,1,1867.9,1424.87,443.03,128.429272,0.75,0.5,0.5,0.166667,3,24,6500,2080.403638,204.877516,0.083333,12
101.083401,0.909091,553.36,140,413.36,1719.767683,0.666667,0.083333,0.666667,0.166667,2,9,3000,2515.38256,56.937337,0,12
1300.793883,1,1282.2,0,1282.2,0,1,0,1,0,0,12,1200,1407.623536,1230.452069,0,12
1418.838078,1,0,0,0,272.782072,0,0,0,0.583333,7,0,1500,619.975821,519.49072,0,12
2042.585017,0.857143,498.96,0,498.96,2364.540395,0.857143,0,0.714286,0.285714,5,9,2500,414.718951,1517.202791,0,7
218.948323,1,1858.33,1380,478.33,0,0.666667,0.333333,0.333333,0,0,14,4500,1934.821016,177.124786,0.5,12
115.467669,0.545455,354,354,0,0,0.166667,0.166667,0,0,0,2,16500,4555.965464,211.04268,0,12
199.462047,1,1296.2,745.82,550.38,0,0.25,0.25,0.166667,0,0,14,1800,18.125527,110.486344,0,12
143.737177,1,1456,361,1095,0,0.666667,0.166667,0.583333,0,0,17,2500,1416.600792,139.685178,0.818182,12
45.45702,0.909091,175,175,0,0,0.166667,0.166667,0,0,0,2,1200,212.558928,223.193529,0,12
1089.795044,1,0,0,20,38.249993,0,0,0.166667,0.083333,1,1,1200,284.731156,331.10383,0,12
19.946102,1,450,0,450,0,1,0,0.9,0,0,10,1000,386.571651,131.349565,1,10
626.213492,1,0,0,0,3393.427055,0,0,0,0.25,11,0,1200,3566.140224,473.448279,0.25,12
1849.017387,1,0,0,0,838.008227,0,0,0,0.166667,2,0,2500,433.218956,837.7785,0,12
2992.591246,1,0,0,0,759.456509,0,0,0,0.416667,9,0,3500,817.050377,825.529474,0,12
2021.514867,1,1582.84,1554.89,27.95,0,0.5,0.416667,0.083333,0,0,8,2500,565.380786,486.702058,0,12
2122.066396,1,0,0,0,1048.972729,0,0,0,0.25,9,0,3000,548.182704,515.520727,0,12
4.417273,0.181818,27.42,0,27.42,0,0.083333,0,0.083333,0,0,1,1800,228.417814,175.836378,1,12
825.347767,1,0,0,0,105.877591,0,0,0,0.083333,1,0,1200,426.206835,217.958559,0,12
87.462633,0.454545,0,0,0,1251.696029,0,0,0,0.083333,1,0,2000,2678.249487,114.91159,0.333333,12
1223.909602,1,607,607,0,0,0.916667,0.916667,0,0,0,13,1200,466.149713,906.697643,0,12
83.930127,0.727273,1027.64,1027.64,0,0,0.5,0.5,0,0,0,15,6000,1007.971531,106.407569,0.5,12
1241.025652,1,0,0,0,180.783929,0,0,0,0.083333,1,0,1800,842.814061,405.72085,0,12
268.797746,1,70,0,70,0,0.5,0,0.416667,0,0,6,1000,105.954038,229.157988,0,12
451.404363,1,2196,2154.34,41.66,0,0.833333,0.75,0.083333,0,0,14,1800,2142.056177,184.805024,0.166667,12
3.248979,0.090909,91.26,0,91.26,0,0.083333,0,0.083333,0,0,2,3500,0,,0,12
160.873814,0.666667,480,480,0,0,0.666667,0.666667,0,0,0,8,1500,38.770699,86.542118,0,6
982.566805,1,282.39,0,282.39,0,0.583333,0,0.583333,0,0,7,1000,722.645708,935.878792,0,12
4070.500764,0.833333,710.8,140,570.8,4620.069456,0.833333,0.166667,0.666667,0.166667,11,16,4900,364.205524,3231.905456,0,6
1048.892643,1,0,0,0,115.766104,0,0,0,0.25,4,0,1100,218.648513,598.910658,0,12
507.076999,0.857143,0,0,0,1391.140391,0,0,0,0.142857,2,0,1500,2104.053736,257.650259,0.25,7
158.634812,0.909091,1765.38,84.8,1680.58,0,0.666667,0.083333,0.583333,0,0,24,9500,1661.464986,135.26688,0.666667,12
976.370187,1,0,0,0,1622.255801,0,0,0,0.25,4,0,1600,3056.718074,429.217423,0.166667,12
5.336222,0.272727,57,0,57,0,0.25,0,0.166667,0,0,3,5000,164.041195,124.16248,1,12
3363.288511,1,1123.42,865.78,257.64,1992.271699,1,1,0.583333,0.166667,2,30,4500,4772.462052,948.702747,0,12
1475.396878,1,5055.77,2931.91,2123.86,0,1,0.333333,1,0,0,69,1900,4826.844372,1879.122243,0,12
15155.53286,1,717.24,717.24,0,4718.274895,1,1,0,0.5,7,24,18000,4002.194556,3843.924668,0,12
782.392041,1,8168.9,3000.97,5167.93,0,1,0.666667,1,0,0,59,16500,7455.296139,232.694923,0.916667,12
3157.715309,1,548.79,548.79,0,3075.115015,0.583333,0.583333,0,0.166667,5,48,3500,3817.151157,852.200705,0.083333,12
872.07108,1,853,0,853,999.04114,0.5,0,0.416667,0.083333,3,6,4000,784.917897,276.484296,0,12
1904.495561,1,4044.14,2961.8,1082.34,0,1,0.916667,1,0,0,66,6700,6312.820074,520.454965,0,12
1186.287841,1,115.5,115.5,0,0,0.166667,0.166667,0,0,0,3,1200,446.088328,356.432463,0,12
3838.312836,1,0,0,0,1256.712548,0,0,0,0.5,11,0,9500,1419.130675,1076.233929,0,12
5975.063353,1,345.3,345.3,0,3599.222154,0.166667,0.166667,0,0.666667,18,2,6500,2010.926039,2784.103858,0,12
2005.438728,1,956.05,818.73,137.32,0,0.583333,0.5,0.25,0,0,16,2500,915.734963,592.444909,0,12
6749.994904,1,0,0,0,4561.826799,0,0,0,0.416667,10,0,11500,4930.710131,4974.373221,0,12
6.127959,0.636364,82.85,0,82.85,0,0.636364,0,0.545455,0,0,13,3500,100.08381,108.827629,0.4,11
1994.694769,1,248.75,248.75,0,1016.518185,0.166667,0.166667,0,0.083333,1,2,6000,568.025868,562.654151,0,12
7404.850748,1,0,0,0,12405.2945,0,0,0,0.5,13,0,11500,13956.71873,1633.85526,0.083333,12
6950.583049,1,400.98,0,400.98,259.046858,0.5,0,0.416667,0.083333,1,6,12500,2008.360568,1704.533297,0,12
5976.796897,1,1194.52,0,1194.52,790.205561,0.416667,0,0.333333,0.333333,6,15,6000,2722.095294,2670.210603,0,12
19.846569,1,0,0,0,133.049604,0,0,0,0.285714,2,0,1200,48.739156,97.986182,0,7
6456.515148,1,0,0,0,3802.386718,0,0,0,0.75,17,0,7500,2640.103648,1789.614843,0,12
2651.484926,1,908.15,0,908.15,1008.639756,1,0,1,0.333333,9,23,3000,4361.679346,943.46896,0.083333,12
1091.437438,1,1237.37,447.6,789.77,0,0.833333,0.166667,0.75,0,0,13,4500,833.893431,279.421489,0,12
28.588826,1,151.92,0,151.92,0,1,0,0.875,0,0,8,1000,111.631804,111.312954,0.666667,8
703.368382,1,64,0,64,0,0.5,0,0.416667,0,0,6,2550,179.083715,212.119486,0,12
1512.218864,1,1002.93,825.89,177.04,0,1,0.833333,0.333333,0,0,23,4000,328.446221,344.205824,0,12
1608.052487,0.545455,0,0,0,2496.721337,0,0,0,0.25,3,0,5000,9933.62261,684.647727,0.166667,12
233.961592,1,248.44,13,235.44,0,0.5,0.083333,0.416667,0,0,6,1200,219.96077,174.71331,0,12
159.36681,0.636364,1277.5,0,1277.5,0,0.583333,0,0.5,0,0,7,2500,1315.820451,173.58488,0.4,12
27.40855,1,290.6,290.6,0,0,1,1,0,0,0,12,2000,315.279531,170.973738,0.083333,12
1132.796058,1,519.79,519.79,0,0,0.583333,0.583333,0,0,0,8,1200,642.723631,436.088187,0,12
101.874313,0.636364,70,70,0,365.228157,0.083333,0.083333,0,0.333333,6,1,2500,464.687342,178.912575,0.166667,12
862.753623,1,1282.38,0,1282.38,0,0.916667,0,0.833333,0,0,11,11500,930.179257,179.698273,0,12
3753.102666,1,0,0,0,702.912179,0,0,0,0.583333,7,0,11000,1029.476417,921.100658,0,12
996.223227,1,0,0,0,1398.39554,0,0,0,0.083333,1,0,8000,2369.167737,226.016919,0,12
4035.138453,1,0,0,0,2399.437045,0,0,0,0.25,3,0,7000,1474.388466,927.057881,0,12
1845.210833,1,0,0,0,1960.264859,0,0,0,0.25,3,0,4500,331.387568,600.297574,0,12
46.56216,1,261.16,0,261.16,0,1,0,1,0,0,16,4000,230.605229,179.077671,0.25,12
299.179091,0.454545,1147.23,1071.7,75.53,0,0.25,0.083333,0.25,0,0,6,4000,1460.796216,80.470536,0.181818,12
2917.079199,1,0,0,0,844.083928,0,0,0,0.416667,13,0,3000,1360.117166,1562.665426,0,12
3062.16821,0.9,2253.98,920.54,1333.44,4161.09715,0.9,0.8,0.8,0.8,30,68,9000,1132.237548,960.131857,0,10
320.33625,1,0,0,0,1258.982051,0,0,0,0.583333,14,0,6500,1746.672526,194.539211,0.083333,12
24.176932,1,189.85,189.85,0,0,0.333333,0.333333,0,0,0,4,3000,184.60455,100.687061,0,12
5496.421462,1,0,0,0,2338.977761,0,0,0,0.083333,2,0,6000,1292.534876,1605.355165,0,12
0.074724,0.181818,0,0,0,370.73048,0,0,0,0.083333,1,0,1000,1628.657052,11.51534,1,12
6063.976197,1,3987.01,3531.24,455.77,2791.263609,0.833333,0.416667,0.75,0.416667,13,25,7500,1423.187576,1583.370963,0,12
2669.587009,1,0,0,0,967.482287,0,0,0,0.083333,1,0,6500,666.186973,655.620366,0,12
86.206262,1,626.28,210.7,415.58,0,0.833333,0.416667,0.666667,0,0,22,3000,729.334233,164.106431,0,12
958.26975,1,0,0,0,171.920223,0,0,0,0.416667,8,0,1000,327.333462,308.017569,0,12
10929.05958,1,675.89,500.39,175.5,1521.869211,0.916667,0.25,0.666667,0.333333,12,12,12000,2639.956641,3049.937917,0,12
11581.9335,1,0,0,0,9236.092963,0,0,0,0.5,23,0,13000,2132.826323,4814.853217,0,12
207.209597,1,13.66,0,13.66,0,0.090909,0,0.090909,0,0,1,7000,1703.339459,208.367436,0,11
3139.267322,1,5393.36,2094.44,3298.92,0,1,0.583333,1,0,0,86,3000,4173.119357,5573.463031,0,12
2689.895528,1,0,0,0,270.201463,0,0,0,0.083333,1,0,2900,639.484442,640.261805,0,12
1406.627442,1,2315.86,1339.26,976.6,0,0.916667,0.416667,0.833333,0,0,27,4000,3176.971719,462.419982,0,12
1594.485356,1,2650.91,2123.9,527.01,0,1,0.25,1,0,0,33,7000,1416.618009,427.14706,0,12
3755.184007,1,3211.86,1420.58,1791.28,0,1,0.75,0.833333,0,0,22,11000,3198.261943,960.856638,0,12
38.795708,0.636364,229.48,229.48,0,0,0.25,0.25,0,0,0,3,3050,392.882251,132.864883,0,12
37.911473,0.818182,254,84,170,0,0.666667,0.166667,0.5,0,0,12,3000,248.076679,185.502626,0.5,12
1723.804529,1,3145.79,997.29,2148.5,0,1,0.333333,1,0,0,26,6000,995.065501,387.473541,0,12
165.290723,0.818182,971.2,971.2,0,446.94537,0.166667,0.166667,0,0.083333,1,3,1000,1922.505496,124.779308,0.666667,12
683.391465,0.636364,0,0,0,1786.070392,0,0,0,0.083333,4,0,3000,346.494649,159.136566,0,12
10.358325,0.454545,98.83,98.83,0,0,0.454545,0.454545,0,0,0,5,7000,116.299635,145.320085,0.666667,11
1063.614099,1,0,0,0,196.616463,0,0,0,0.083333,1,0,1200,206.505212,316.230814,0,12
98.290292,0.545455,4440.8,4440.8,0,0,0.583333,0.583333,0,0,0,19,1500,7150.995346,119.097785,0.75,12
1540.879308,0.909091,0,0,0,154.550357,0,0,0,0.090909,1,0,4000,720.558343,334.635642,0,11
3083.636304,1,250,0,250,0,0.5,0,0.416667,0,0,6,10000,4669.193554,893.368255,0.083333,12
1098.457059,1,0,0,0,18.510103,0,0,0,0.083333,1,0,1200,224.204359,551.721679,0,12
4836.914446,1,305.6,305.6,0,0,0.166667,0.166667,0,0,0,2,16500,2547.923816,1602.370029,0,12
131.069154,1,1315.39,313.08,1002.31,0,1,1,1,0,0,50,3500,1123.656185,182.23728,1,12
49.564532,1,433.5,273.94,159.56,0,0.909091,0.181818,0.909091,0,0,13,9000,465.466079,148.914581,0.272727,11
1967.70274,1,744.9,669.9,75,956.424536,0.5,0.416667,0.083333,0.25,7,10,4000,449.758817,647.309788,0,12
1669.128355,1,0,0,0,335.056814,0,0,0,0.166667,2,0,1800,528.612762,607.334479,0,12
56.116326,0.181818,368.47,368.47,0,66.320495,0.083333,0.083333,0,0.083333,2,5,2500,174.470592,167.4688,1,12
227.184126,0.272727,50,50,0,947.140065,0.083333,0.083333,0,0.166667,2,1,5500,2074.177677,162.04957,0,12
1417.157652,1,562.5,0,562.5,0,0.416667,0,0.416667,0,0,5,1500,987.794574,861.298259,0,12
1406.483149,1,0,0,0,363.680545,0,0,0,0.125,1,0,1500,214.423727,362.96484,0,8
0,0,581,0,581,0,0.583333,0,0.583333,0,0,7,1000,692.523718,,0,12
1124.582725,1,0,0,0,219.933843,0,0,0,0.333333,4,0,1200,446.251464,228.206218,0,12
110.409387,0.727273,992.88,992.88,0,0,0.416667,0.416667,0,0,0,12,4500,791.103098,148.537836,0,12
4929.758948,1,4939.1,4939.1,0,2365.84349,0.666667,0.666667,0,0.25,7,309,6000,3952.187547,5234.368383,0,12
687.378139,1,74.42,0,74.42,0,0.25,0,0.25,0,0,3,700,353.250281,492.588377,0,12
7.167028,0.363636,99,99,0,0,0.333333,0.333333,0,0,0,4,6000,196.556706,85.643203,0,12
49.433937,1,387,0,387,0,1,0,0.888889,0,0,9,3000,335.472854,122.280528,1,9
1427.949491,1,0,0,0,617.736537,0,0,0,0.166667,2,0,1800,2163.873958,329.166007,0.083333,12
17.141376,0.818182,182.1,33.6,148.5,113.918826,0.25,0.083333,0.083333,0.083333,1,4,6000,255.074373,93.628909,0.2,12
2285.655394,0.9,3648.73,2517.43,1131.3,2034.664095,0.9,0.9,0.6,0.5,7,46,7000,586.67656,558.834333,0,10
341.149186,1,48.78,48.78,0,0,0.083333,0.083333,0,0,0,1,500,256.731955,259.3518,0,12
91.705554,1,1468.1,1468.1,0,0,0.833333,0.833333,0,0,0,27,3000,1502.962138,110.071016,0.5,12
2032.338405,0.909091,158.24,0,158.24,2508.932178,0.666667,0,0.583333,0.25,5,8,2500,625.314406,632.198197,0,12
4.12565,0.363636,25.69,25.69,0,0,0.083333,0.083333,0,0,0,1,4500,163.352538,128.336305,0,12
709.473364,1,548.85,385.29,163.56,153.665694,0.666667,0.333333,0.5,0.083333,1,13,1200,381.15677,213.8837,0,12
8048.03442,1,0,0,0,6163.107978,0,0,0,0.333333,10,0,12000,2165.252987,2164.447843,0,12
2755.306896,0.909091,2754.49,1974,780.49,3193.924548,0.75,0.416667,0.583333,0.333333,9,43,13000,4843.691023,774.60303,0,12
348.646985,0.818182,230,230,0,1099.152158,0.166667,0.166667,0,0.083333,1,2,1200,443.364076,271.562248,0,12
472.663708,0.545455,310.44,0,310.44,0,0.416667,0,0.416667,0,0,5,4000,2493.243567,222.654608,0.142857,12
387.585128,0.333333,0,0,0,2494.497971,0,0,0,0.333333,21,0,3000,0,,0,6
120.658015,1,349.12,349.12,0,0,0.25,0.25,0,0,0,4,2700,383.414493,163.463142,0,12
105.385636,1,1536.31,344.91,1191.4,0,0.666667,0.166667,0.416667,0,0,8,3000,1639.344093,161.467632,0.625,12
2843.942194,1,0,0,0,266.975744,0,0,0,0.583333,10,0,3000,869.193769,910.703762,0,12
28.315171,0.5,225.02,111.7,113.32,0,0.375,0.125,0.125,0,0,3,10000,315.246249,118.313994,1,8
949.530268,1,45.65,45.65,0,47.786053,0.083333,0.083333,0,0.083333,1,1,1000,303.450157,456.016895,0,12
34.706824,0.181818,242.9,242.9,0,0,0.083333,0.083333,0,0,0,2,1500,85.290895,174.958496,0,12
3596.749572,1,0,0,0,1172.638871,0,0,0,0.166667,3,0,6000,1499.401344,765.099049,0,12
49.920897,1,400.19,400.19,0,0,1,1,0,0,0,14,8500,363.703322,177.221407,0.727273,12
120.945829,0.7,33.38,0,33.38,0,0.2,0,0.1,0,0,2,1000,514.002301,148.330512,0,10
1118.479084,1,325.95,203.96,121.99,0,0.666667,0.333333,0.25,0,0,9,2400,290.888289,369.130795,0,12
216.184011,0.454545,0,0,0,948.380744,0,0,0,0.166667,2,0,1200,243.64342,173.667325,0,12
3997.572659,1,0,0,0,3516.5482,0,0,0,0.272727,6,0,4500,1456.274689,1310.022633,0,11
1906.703614,1,780,0,780,0,1,0,1,0,0,12,3000,1338.303471,598.649198,0,12
1747.359784,1,0,0,0,413.38083,0,0,0,0.333333,8,0,1800,700.732344,755.249544,0,12
2363.615492,1,1441.32,374.64,1066.68,0,0.833333,0.083333,0.833333,0,0,11,6000,1055.392983,988.408977,0,12
1247.196735,1,243,243,0,0,0.333333,0.333333,0,0,0,9,1200,529.091477,919.446681,0,12
336.640397,1,589.59,165,424.59,0,0.833333,0.083333,0.75,0,0,17,5000,839.728514,184.635553,0,12
135.493002,1,0,0,0,499.794103,0,0,0,0.25,4,0,1200,1844.110066,185.379277,0.166667,12
957.980588,1,424.76,0,424.76,0,0.333333,0,0.333333,0,0,4,5000,504.56116,337.959338,0,12
965.236679,1,2786.08,763.82,2022.26,0,0.75,0.333333,0.666667,0,0,33,4500,1399.589495,244.198717,0,12
260.409355,1,545.34,257.34,288,0,0.416667,0.166667,0.166667,0,0,9,1500,384.809868,189.1629,0,12
2772.790822,1,337.98,0,337.98,198.185224,1,0,1,0.416667,7,45,3000,1043.396353,1046.955311,0,12
1305.266304,0.833333,1078.89,844.99,233.9,2081.15215,0.833333,0.833333,0.666667,0.666667,4,20,5000,164.080259,191.069553,0,6
1153.335938,1,886.56,0,886.56,0,1,0,1,0,0,12,1000,724.171914,2256.223464,0,12
633.388444,1,830.45,830.45,0,0,0.416667,0.416667,0,0,0,8,6000,497.263402,239.606651,0,12
743.52397,1,962.78,278.48,684.3,360.154972,1,0.25,1,0.083333,1,30,1000,402.895757,794.825011,0,12
1161.901683,1,10903.22,7841.79,3061.43,0,1,1,1,0,0,136,12000,10799.00074,235.88019,1,12
10.451064,0.333333,405.93,405.93,0,0,0.111111,0.111111,0,0,0,1,6500,831.748202,165.599724,0,9
256.028048,1,627.42,0,627.42,0,0.833333,0,0.833333,0,0,16,2500,288.225797,174.799517,0.083333,12
1109.172807,0.909091,190,190,0,1496.441591,0.083333,0.083333,0,0.166667,5,1,1500,795.189855,331.294133,0,12
15.307062,1,71.52,0,71.52,0,1,0,0.833333,0,0,6,1500,55.180487,69.3025,0.25,6
1056.954525,1,0,0,0,744.221343,0,0,0,0.333333,11,0,2500,498.592426,250.571856,0,12
4797.567431,1,0,0,0,4824.425698,0,0,0,0.333333,10,0,5000,5965.070573,2108.574767,0.083333,12
42.363094,0.571429,0,0,0,260.723304,0,0,0,0.285714,2,0,1200,440.939379,39.551362,0,7
608.422266,0.636364,0,0,0,2338.86519,0,0,0,0.166667,2,0,4000,600.277524,369.688294,0,12
7.950803,0.636364,92.2,0,92.2,0,0.583333,0,0.583333,0,0,7,3000,152.592178,125.684033,0.166667,12
927.983543,1,1321.52,1321.52,0,0,0.25,0.25,0,0,0,15,4500,527.949934,264.030133,0,12
821.933113,1,987.26,872.64,114.62,0,0.916667,0.833333,0.416667,0,0,29,6500,1605.098906,212.082883,0,12
46.773238,0.545455,2166.56,0,2166.56,0,0.666667,0,0.583333,0,0,16,3000,1969.308069,100.53897,0.4,12
42.755706,0.545455,350.94,284.29,66.65,0,0.25,0.25,0.25,0,0,9,5000,1191.823088,195.006921,0.4,12
95.731707,1,632.3,200,432.3,0,0.916667,0.083333,0.916667,0,0,12,2000,606.576346,173.221204,0.5,12
889.767658,1,2997.02,1823.02,1174,0,0.916667,0.416667,0.916667,0,0,22,7000,2199.48968,244.279734,0,12
1456.399956,0.909091,0,0,0,4116.968065,0,0,0,0.727273,34,0,2500,2793.487295,545.874795,0,11
72.372971,0.363636,456.7,456.7,0,0,0.25,0.25,0,0,0,4,1200,312.287787,163.340754,0,12
405.052353,1,515.14,69,446.14,0,0.583333,0.083333,0.416667,0,0,11,4500,281.491353,280.482025,0,12
855.811816,1,1960.18,306.18,1654,271.838738,1,0.083333,0.916667,0.083333,1,42,3000,2043.814652,324.863481,0.1,12
1074.258487,1,11.35,0,11.35,0,0.083333,0,0.083333,0,0,1,1200,421.348577,206.637191,0,12
3024.642476,1,0,0,0,2381.716886,0,0,0,0.083333,2,0,8000,578.458133,1031.5915,0,12
597.410794,0.909091,344.75,289.3,55.45,1347.900815,0.25,0.25,0.166667,0.416667,9,7,2500,2026.647785,172.765035,0,12
43.20377,1,308.22,0,308.22,0,0.916667,0,0.916667,0,0,11,2000,331.111373,162.258275,0.5,12
79.517489,0.818182,335.38,270,65.38,0,0.25,0.083333,0.083333,0,0,3,3000,413.920617,122.063597,0.111111,12
35.16925,0.636364,272.34,0,272.34,0,0.416667,0,0.416667,0,0,8,1500,386.322209,104.5487,0.272727,12
5177.774511,1,1562.74,979.99,582.75,1443.200669,0.666667,0.166667,0.5,0.166667,4,9,9000,3770.423728,1262.016427,0,12
80.298186,0.727273,1090,0,1090,0,0.5,0,0.416667,0,0,6,4500,1015.891727,166.102478,0.666667,12
1202.204204,1,435.04,435.04,0,0,0.916667,0.916667,0,0,0,11,1200,686.958695,847.988773,0,12
4375.764064,1,1016.41,0,1016.41,252.583938,0.916667,0,0.833333,0.083333,1,12,10000,1133.806322,1165.41843,0,12
444.519756,1,302.4,0,302.4,1955.504366,0.333333,0,0.25,0.166667,4,6,3000,2579.035502,209.238839,0.166667,12
1383.72609,1,0,0,0,148.185304,0,0,0,0.166667,2,0,1500,298.943957,508.050053,0,12
4738.804194,1,0,0,0,3814.313134,0,0,0,0.833333,27,0,7000,1374.849589,1159.813479,0,12
389.835298,0.818182,0,0,0,2101.740346,0,0,0,0.5,7,0,3000,2236.589562,100.212983,0,12
455.452678,0.909091,1301.25,1301.25,0,0,0.5,0.5,0,0,0,9,1500,472.453467,170.192614,0,12
658.6552,1,629.99,629.99,0,0,0.083333,0.083333,0,0,0,1,6000,353.862252,247.500183,0,12
5058.555256,1,0,0,0,2915.339463,0,0,0,0.666667,8,0,7000,1689.268612,1198.874608,0,12
42.51225,0.272727,523.15,75.2,447.95,0,0.25,0.083333,0.25,0,0,7,2000,925.820102,164.103619,1,12
21.187313,0.272727,319.41,0,319.41,0,0.25,0,0.166667,0,0,6,6000,135.546054,29.013477,0.083333,12
570.552082,1,3179.69,1258.99,1920.7,0,1,0.25,0.833333,0,0,28,5000,3067.833591,248.870731,0.416667,12
3.319222,0.181818,47.05,0,47.05,0,0.083333,0,0.083333,0,0,1,1900,511.105425,118.437426,1,12
2899.781468,1,223.62,193.94,29.68,507.263645,0.333333,0.25,0.166667,0.083333,2,6,3000,1059.352415,683.372766,0,12
1278.829156,1,0,0,0,2425.727213,0,0,0,0.166667,6,0,4000,445.436177,418.536968,0,12
1368.906278,1,0,0,0,5809.802917,0,0,0,0.166667,8,0,6000,322.580506,419.059837,0,12
1859.165344,1,0,0,0,1543.160715,0,0,0,0.083333,5,0,3500,310.775643,659.586136,0,12
1413.865738,1,313.03,313.03,0,1405.693267,0.25,0.25,0,0.166667,3,4,1800,1467.766461,405.632903,0,12
205.409896,0.909091,0,0,0,1903.840296,0,0,0,0.25,3,0,1500,779.245735,60.582149,0.125,12
2527.531968,1,720.16,720.16,0,4783.105548,0.5,0.5,0,0.416667,15,13,3000,3866.435107,1094.491962,0.090909,12
1022.71734,1,120.09,120.09,0,0,0.083333,0.083333,0,0,0,1,2500,368.7253,410.924268,0,12
3078.059784,1,0,0,0,4403.683518,0,0,0,0.333333,8,0,6000,6043.227704,1183.930323,0.083333,12
91.861479,1,939.51,0,939.51,0,0.916667,0,0.833333,0,0,11,3000,874.020918,180.358798,1,12
27.716642,0.1,0,0,0,480.104401,0,0,0,0.1,1,0,5000,0,,0,10
1030.914048,1,1083.44,1083.44,0,1342.617687,1,1,0,0.333333,5,48,1200,2574.978162,606.739379,0.083333,12
391.755763,1,575.72,400.72,175,0,0.833333,0.416667,0.5,0,0,13,10500,1631.594511,269.311255,0.333333,12
2934.090889,0.875,0,0,0,2710.056224,0,0,0,0.25,2,0,3000,428.467582,694.749539,0,8
1245.654818,0.714286,626.56,626.56,0,1658.285219,0.428571,0.428571,0,0.285714,6,8,2500,249.873228,274.369204,0,7
32.369733,1,326.45,76,250.45,0,0.916667,0.083333,0.75,0,0,12,1000,243.721693,180.646996,0.4,12
1.846916,0.181818,604.32,0,604.32,0,1,0,1,0,0,12,1500,557.734182,12.224702,0,12
392.896462,0.909091,450,450,0,517.197717,0.818182,0.818182,0,0.272727,5,9,500,769.083695,496.215787,0,11
641.317325,1,1099.56,0,1099.56,0,1,0,1,0,0,49,4000,326.68893,193.76002,0,12
40.977812,0.454545,502.92,0,502.92,0,0.416667,0,0.416667,0,0,6,4000,748.302786,177.375481,0.75,12
121.446047,0.909091,1254.46,910.46,344,0,0.583333,0.416667,0.416667,0,0,14,1000,1244.737859,153.924261,0.5,12
16.176672,0.363636,95.55,0,95.55,0,0.25,0,0.25,0,0,3,1000,136.961964,59.907285,0,12
259.217679,0.818182,2844.3,544.3,2300,0,0.666667,0.333333,0.416667,0,0,12,2500,2733.780207,165.185385,0.166667,12
1355.979715,0.727273,51.41,0,51.41,3213.886545,0.083333,0,0.083333,0.25,7,1,3500,384.859732,654.861921,0,12
10.266994,0.818182,141.24,0,141.24,0,1,0,1,0,0,12,3000,121.896355,96.838061,0.2,12
134.62028,0.818182,648.9,648.9,0,295.655611,0.25,0.25,0,0.166667,2,5,1200,468.622826,156.724637,0.25,12
14.773807,0.272727,160,0,160,0,0.181818,0,0.090909,0,0,2,1800,377.03508,210.244734,1,11
23.692271,0.454545,165.57,165.57,0,0,0.166667,0.166667,0,0,0,2,3500,460.205774,117.075212,1,12
23.126579,0.727273,213.95,0,213.95,0,0.583333,0,0.583333,0,0,7,2000,299.511212,120.226935,0.888889,12
888.406678,1,347.7,0,347.7,0,0.75,0,0.75,0,0,9,1000,300.871084,444.166223,0,12
779.549673,1,412.55,0,412.55,214.232874,0.75,0,0.75,0.083333,2,9,4000,1793.396325,207.773791,0.083333,12
